Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag
SHP000515,UAE,China,2020-03-03,2020-03-31,2020-04-04,Sea,Carrier_35,R280,Pharmaceuticals,26543.51,4881.27,1476.72,Error,0.48,0,Low,0.02,Physical,"Suspected undervaluation, needs reassessment",4,2
SHP000516,UAE,Japan,2023-09-13,2023-09-24,2023-09-28,Road,Carrier_15,R897,Electronics,38737.75,4045.42,6343.39,Complete,0.47,1,High,0.27,Document,Routine customs clearance without issue,4,2
SHP000517,Germany,UAE,2021-06-22,2021-06-29,2021-07-01,Rail,Carrier_38,R596,Electronics,18056.68,1890.11,8141.28,Complete,0.4,4,Medium,0.3,Physical,Tariff dispute pending resolution,2,1
SHP000518,Japan,USA,2024-02-18,2024-03-17,2024-03-23,Air,Carrier_41,R467,Automotive,32676.48,4872.26,4313.52,Complete,0.91,0,High,0.02,Both,"Incomplete paperwork, requires manual review",6,2
SHP000519,Brazil,USA,2020-03-31,2020-04-19,2020-04-21,Rail,Carrier_27,R275,Automotive,39238.43,2317.08,4602.47,Error,0.64,1,High,0.3,Both,High-risk commodity flagged for inspection,2,1
SHP000520,Australia,South Africa,2021-07-29,2021-08-05,2021-08-07,Rail,Carrier_34,R600,Pharmaceuticals,4219.05,1179.77,8757.69,Missing,0.55,0,High,0.48,Document,"Suspected undervaluation, needs reassessment",2,1
SHP000521,Germany,Brazil,2022-09-02,2022-09-20,2022-09-21,Air,Carrier_38,R252,Food,3834.38,4791.06,1083.63,Complete,0.97,0,Medium,0.79,Both,Routine customs clearance without issue,1,1
SHP000522,South Africa,China,2023-10-10,2023-10-31,2023-11-06,Rail,Carrier_31,R929,Machinery,49575.07,2745.19,2605.67,Missing,0.98,1,Low,0.08,Both,Routine customs clearance without issue,6,2
SHP000523,China,UAE,2021-06-11,2021-06-20,2021-06-20,Road,Carrier_19,R344,Machinery,10595.82,746.97,2486.12,Missing,0.77,5,Medium,0.78,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000524,UAE,China,2024-02-07,2024-02-26,2024-02-26,Air,Carrier_46,R515,Pharmaceuticals,29336.62,777.47,7068.90,Missing,0.89,5,High,0.64,Physical,Routine customs clearance without issue,0,0
SHP000525,India,UAE,2022-09-25,2022-10-16,2022-10-22,Sea,Carrier_19,R536,Automotive,13735.34,1758.7,9887.83,Complete,0.95,5,Low,0.29,Both,Random inspection selected,6,2
SHP000526,China,Australia,2023-01-30,2023-02-05,2023-02-05,Sea,Carrier_25,R474,Textiles,24029.43,4456.2,1669.56,Missing,0.82,1,High,0.06,Both,"Suspected undervaluation, needs reassessment",0,0
SHP000527,India,Australia,2021-04-18,2021-04-27,2021-04-27,Road,Carrier_16,R652,Electronics,7579.47,4791.77,8839.84,Error,0.72,1,High,0.24,Physical,Random inspection selected,0,0
SHP000528,Japan,Brazil,2024-08-24,2024-09-19,2024-09-27,Rail,Carrier_18,R155,Electronics,25529.57,3414.12,7108.54,Missing,0.45,3,High,0.27,Both,Routine customs clearance without issue,8,2
SHP000529,India,South Africa,2024-12-18,2025-01-13,2025-01-14,Road,Carrier_29,R735,Automotive,27782.28,2192.44,2075.34,Missing,0.43,0,Low,0.17,Document,High-risk commodity flagged for inspection,1,1
SHP000530,Brazil,India,2020-03-23,2020-04-02,2020-04-08,Road,Carrier_8,R813,Pharmaceuticals,22831.54,1085.47,9131.29,Complete,0.43,4,High,0.84,Physical,Random inspection selected,6,2
SHP000531,UK,Australia,2020-06-24,2020-07-14,2020-07-14,Road,Carrier_27,R554,Machinery,48070.72,1024.78,1351.47,Complete,0.97,0,Low,0.99,Physical,Routine customs clearance without issue,0,0
SHP000532,South Africa,Japan,2023-08-14,2023-09-06,2023-09-09,Road,Carrier_42,R761,Automotive,35874.42,4906.66,8965.85,Error,0.74,5,High,0.26,Both,Tariff dispute pending resolution,3,1
SHP000533,UAE,Brazil,2020-06-24,2020-07-24,2020-08-01,Road,Carrier_11,R908,Automotive,4581.0,3130.6,4715.71,Missing,0.99,2,Low,0.19,Physical,Random inspection selected,8,2
SHP000534,Brazil,South Africa,2020-11-12,2020-12-06,2020-12-06,Air,Carrier_46,R648,Automotive,39837.16,4544.1,3986.32,Error,0.97,5,High,0.96,Physical,High-risk commodity flagged for inspection,0,0
SHP000535,Germany,India,2019-06-18,2019-07-03,2019-07-06,Air,Carrier_29,R366,Automotive,38108.2,850.27,4022.36,Error,0.69,5,Low,0.72,Both,Random inspection selected,3,1
SHP000536,Japan,USA,2023-03-08,2023-03-27,2023-03-29,Air,Carrier_35,R408,Electronics,13119.68,3221.05,1408.61,Missing,0.8,1,Medium,0.16,Document,High-risk commodity flagged for inspection,2,1
SHP000537,China,Australia,2024-09-09,2024-09-24,2024-09-30,Road,Carrier_31,R396,Food,25445.89,109.91,3409.82,Error,0.41,3,Medium,0.36,Both,"Incomplete paperwork, requires manual review",6,2
SHP000538,UAE,China,2020-07-25,2020-08-20,2020-08-23,Sea,Carrier_20,R125,Textiles,46383.51,1181.95,4610.67,Missing,0.78,0,Medium,0.22,Physical,Incorrect HS code classification,3,1
SHP000539,Germany,Australia,2021-06-28,2021-07-28,2021-08-01,Road,Carrier_13,R123,Electronics,36714.21,522.23,9821.67,Error,0.66,5,Low,0.03,Both,Tariff dispute pending resolution,4,2
SHP000540,Germany,South Africa,2022-07-25,2022-08-18,2022-08-18,Sea,Carrier_43,R469,Textiles,24563.62,3329.05,3423.64,Missing,0.47,3,Medium,0.29,Physical,Random inspection selected,0,0
SHP000541,Japan,UK,2022-06-15,2022-07-04,2022-07-08,Sea,Carrier_14,R845,Textiles,49669.5,272.31,7809.66,Missing,0.86,1,High,0.37,Document,"Suspected undervaluation, needs reassessment",4,2
SHP000542,UK,USA,2019-12-19,2019-12-28,2019-12-29,Air,Carrier_20,R586,Food,20230.45,3783.61,6495.18,Error,0.95,3,Low,0.95,Physical,Tariff dispute pending resolution,1,1
SHP000543,Brazil,UAE,2020-12-17,2021-01-08,2021-01-08,Rail,Carrier_46,R681,Pharmaceuticals,39589.91,1292.46,4264.33,Missing,0.74,2,High,0.36,Document,"Incomplete paperwork, requires manual review",0,0
SHP000544,Brazil,Japan,2024-07-16,2024-08-07,2024-08-12,Rail,Carrier_15,R127,Electronics,33174.92,1239.97,3523.43,Missing,0.51,5,High,0.92,Document,"Incomplete paperwork, requires manual review",5,2
SHP000545,Brazil,UAE,2021-01-04,2021-01-24,2021-01-26,Air,Carrier_2,R222,Automotive,11821.79,242.7,9078.18,Error,0.42,5,Medium,0.18,Both,Tariff dispute pending resolution,2,1
SHP000546,Australia,UK,2021-11-22,2021-12-17,2021-12-17,Rail,Carrier_45,R937,Electronics,43471.75,1448.27,7114.75,Error,0.97,4,Low,0.58,Document,High-risk commodity flagged for inspection,0,0
SHP000547,Australia,China,2020-08-21,2020-09-05,2020-09-12,Rail,Carrier_45,R238,Automotive,26318.22,3805.94,3675.16,Missing,0.57,2,Medium,0.35,Both,Random inspection selected,7,2
SHP000548,China,Japan,2022-04-09,2022-04-30,2022-04-30,Sea,Carrier_33,R298,Machinery,44810.62,4734.96,4002.22,Error,0.94,1,High,0.42,Document,Routine customs clearance without issue,0,0
SHP000549,Japan,Brazil,2022-01-16,2022-02-11,2022-02-12,Road,Carrier_7,R647,Food,25379.45,1063.17,6761.28,Complete,0.75,1,High,0.19,Document,Random inspection selected,1,1
SHP000550,UAE,UK,2022-10-25,2022-11-04,2022-11-10,Sea,Carrier_14,R258,Food,17246.67,4282.4,4622.34,Error,0.52,4,High,0.07,Both,Routine customs clearance without issue,6,2
SHP000551,South Africa,Australia,2020-04-11,2020-04-29,2020-04-29,Rail,Carrier_5,R219,Pharmaceuticals,40733.05,4187.34,1284.71,Missing,0.6,2,High,0.69,Document,High-risk commodity flagged for inspection,0,0
SHP000552,UAE,Australia,2022-11-02,2022-11-12,2022-11-14,Road,Carrier_2,R862,Electronics,38785.02,3290.52,4643.26,Error,0.49,1,High,0.88,Physical,Random inspection selected,2,1
SHP000553,USA,Brazil,2020-06-17,2020-06-24,2020-06-24,Rail,Carrier_45,R881,Electronics,21836.18,235.98,2273.12,Missing,0.48,3,Low,0.77,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000554,China,Australia,2019-08-31,2019-09-20,2019-09-22,Sea,Carrier_17,R144,Electronics,1000.57,2112.0,5942.95,Complete,0.71,0,Low,0.05,Both,High-risk commodity flagged for inspection,2,1
SHP000555,Australia,Germany,2021-01-26,2021-02-21,2021-02-21,Road,Carrier_2,R192,Pharmaceuticals,12290.42,57.3,5544.84,Missing,0.84,2,Low,0.97,Both,Routine customs clearance without issue,0,0
SHP000556,Australia,Germany,2024-08-30,2024-09-22,2024-09-22,Sea,Carrier_7,R939,Food,11990.38,3332.08,1229.77,Complete,0.85,5,Low,0.85,Document,High-risk commodity flagged for inspection,0,0
SHP000557,South Africa,China,2020-02-09,2020-02-20,2020-02-20,Rail,Carrier_24,R814,Food,16939.46,3577.48,4033.66,Error,0.89,0,Low,0.18,Document,Tariff dispute pending resolution,0,0
SHP000558,UK,Germany,2024-10-07,2024-10-19,2024-10-19,Rail,Carrier_8,R879,Automotive,19176.11,4514.6,3025.69,Complete,0.88,4,Low,0.98,Document,Routine customs clearance without issue,0,0
SHP000559,Japan,Brazil,2019-06-16,2019-06-23,2019-06-23,Road,Carrier_32,R218,Textiles,29941.25,3322.02,5646.68,Error,0.45,5,Medium,0.54,Both,Routine customs clearance without issue,0,0
SHP000560,UAE,Germany,2023-07-27,2023-08-10,2023-08-16,Rail,Carrier_13,R977,Electronics,35756.72,878.24,8793.96,Missing,0.87,1,Low,0.58,Both,Tariff dispute pending resolution,6,2
SHP000561,India,UAE,2023-11-30,2023-12-21,2023-12-24,Sea,Carrier_8,R246,Textiles,15531.44,3586.4,7563.98,Error,0.86,0,High,0.1,Physical,"Incomplete paperwork, requires manual review",3,1
SHP000562,Japan,Germany,2022-10-19,2022-10-30,2022-10-30,Rail,Carrier_8,R338,Textiles,26178.87,2569.01,9177.45,Error,0.62,4,High,0.93,Document,Routine customs clearance without issue,0,0
SHP000563,UK,Japan,2024-05-02,2024-05-28,2024-05-31,Rail,Carrier_32,R623,Automotive,36002.01,2335.49,3414.68,Complete,0.95,0,Medium,0.69,Document,Tariff dispute pending resolution,3,1
SHP000564,Germany,USA,2019-05-02,2019-05-10,2019-05-14,Sea,Carrier_5,R610,Machinery,36720.07,4315.37,1438.32,Missing,0.56,4,High,0.81,Document,High-risk commodity flagged for inspection,4,2
SHP000565,Brazil,India,2019-11-10,2019-12-06,2019-12-06,Rail,Carrier_30,R306,Automotive,17444.91,4893.7,9157.72,Error,0.91,2,High,0.7,Document,Routine customs clearance without issue,0,0
SHP000566,South Africa,Australia,2019-03-14,2019-04-12,2019-04-12,Sea,Carrier_28,R221,Textiles,36625.78,2832.26,8374.50,Missing,0.97,3,Medium,0.5,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000567,USA,Australia,2022-05-26,2022-06-22,2022-06-22,Air,Carrier_32,R541,Pharmaceuticals,39524.08,3685.5,6119.59,Missing,0.63,0,High,0.03,Both,Tariff dispute pending resolution,0,0
SHP000568,South Africa,Australia,2024-04-08,2024-04-28,2024-04-28,Air,Carrier_33,R157,Textiles,42110.87,106.52,5315.73,Error,0.82,3,High,0.97,Both,Random inspection selected,0,0
SHP000569,Brazil,UK,2019-09-09,2019-09-14,2019-09-14,Sea,Carrier_9,R957,Automotive,35538.68,4094.78,6715.84,Complete,0.73,5,Medium,0.97,Document,"Incomplete paperwork, requires manual review",0,0
SHP000570,UK,Japan,2023-01-03,2023-01-21,2023-01-21,Road,Carrier_4,R777,Pharmaceuticals,3531.77,2548.74,5056.40,Error,0.83,2,High,0.86,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000571,India,Japan,2020-04-13,2020-04-28,2020-05-01,Air,Carrier_2,R651,Automotive,28082.65,2012.94,1612.68,Error,0.48,3,High,0.87,Both,Tariff dispute pending resolution,3,1
SHP000572,Brazil,China,2024-04-07,2024-04-30,2024-04-30,Sea,Carrier_21,R486,Food,8706.39,1583.45,7394.51,Error,0.57,0,Medium,0.87,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP000573,Germany,UK,2024-07-27,2024-08-17,2024-08-22,Road,Carrier_11,R729,Automotive,13272.93,3143.13,6952.65,Complete,0.74,3,High,0.83,Physical,Routine customs clearance without issue,5,2
SHP000574,South Africa,Germany,2022-03-23,2022-04-05,2022-04-08,Sea,Carrier_20,R687,Textiles,45398.27,110.18,4700.89,Error,0.8,0,High,0.05,Both,"Incomplete paperwork, requires manual review",3,1
SHP000575,Australia,Japan,2022-01-24,2022-01-31,2022-01-31,Rail,Carrier_28,R314,Automotive,16032.05,1797.14,2256.93,Missing,0.77,4,Medium,0.33,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000576,South Africa,Japan,2021-03-30,2021-04-17,2021-04-20,Rail,Carrier_17,R739,Food,36902.25,2052.41,8425.95,Error,0.44,1,Low,0.78,Both,"Suspected undervaluation, needs reassessment",3,1
SHP000577,South Africa,USA,2024-08-06,2024-08-17,2024-08-17,Rail,Carrier_18,R753,Food,34586.75,1695.66,8106.82,Error,0.43,5,Low,0.37,Both,High-risk commodity flagged for inspection,0,0
SHP000578,Japan,South Africa,2020-08-28,2020-09-09,2020-09-09,Air,Carrier_48,R801,Automotive,47277.98,3226.59,8133.62,Missing,0.8,0,High,0.63,Physical,Routine customs clearance without issue,0,0
SHP000579,UK,Brazil,2022-03-21,2022-04-15,2022-04-15,Air,Carrier_17,R803,Food,37796.05,551.8,4868.61,Complete,0.57,0,Low,0.28,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000580,Germany,Japan,2024-03-16,2024-04-05,2024-04-05,Rail,Carrier_28,R762,Electronics,22168.93,4902.83,4309.30,Missing,0.44,1,Low,0.52,Document,Routine customs clearance without issue,0,0
SHP000581,Brazil,Australia,2020-12-21,2021-01-15,2021-01-16,Sea,Carrier_47,R597,Electronics,37156.36,3537.54,1906.20,Missing,0.65,4,Medium,0.35,Physical,Tariff dispute pending resolution,1,1
SHP000582,Japan,India,2023-06-14,2023-07-12,2023-07-12,Air,Carrier_16,R214,Food,20483.01,1358.17,9196.25,Error,0.52,5,High,0.48,Both,Random inspection selected,0,0
SHP000583,UAE,India,2021-09-02,2021-09-26,2021-09-26,Sea,Carrier_50,R926,Automotive,33181.05,4844.26,6395.84,Error,0.76,3,High,0.08,Both,High-risk commodity flagged for inspection,0,0
SHP000584,UK,Germany,2020-08-13,2020-08-21,2020-08-21,Air,Carrier_14,R381,Textiles,4703.6,4759.54,7690.42,Error,0.58,0,Medium,0.09,Both,Random inspection selected,0,0
SHP000585,India,UK,2023-10-02,2023-10-22,2023-10-29,Air,Carrier_18,R903,Pharmaceuticals,32776.74,1373.64,6947.70,Error,0.41,2,Medium,0.97,Physical,"Suspected undervaluation, needs reassessment",7,2
SHP000586,Australia,China,2019-08-12,2019-09-08,2019-09-14,Air,Carrier_17,R665,Textiles,13293.76,3396.33,6067.91,Error,0.82,2,High,0.61,Physical,Incorrect HS code classification,6,2
SHP000587,Germany,South Africa,2023-05-11,2023-05-16,2023-05-16,Rail,Carrier_17,R408,Electronics,30285.75,4337.17,4857.48,Complete,0.97,1,Medium,0.11,Both,Random inspection selected,0,0
SHP000588,UK,China,2022-01-27,2022-02-03,2022-02-03,Rail,Carrier_31,R854,Textiles,8586.6,4726.44,6451.64,Complete,0.84,1,High,0.88,Document,Incorrect HS code classification,0,0
SHP000589,India,UK,2023-09-20,2023-10-14,2023-10-17,Road,Carrier_30,R811,Electronics,35355.84,3416.55,1853.92,Error,0.64,1,High,0.02,Document,Routine customs clearance without issue,3,1
SHP000590,USA,China,2023-06-30,2023-07-11,2023-07-11,Road,Carrier_21,R689,Electronics,29563.38,1302.85,2815.30,Complete,0.67,4,High,0.96,Both,Routine customs clearance without issue,0,0
SHP000591,USA,UAE,2022-08-01,2022-08-20,2022-08-25,Rail,Carrier_48,R236,Automotive,10238.49,3378.68,3842.97,Error,0.99,2,Medium,0.1,Physical,"Incomplete paperwork, requires manual review",5,2
SHP000592,UK,Japan,2021-01-15,2021-02-01,2021-02-01,Rail,Carrier_37,R329,Electronics,1407.68,2196.23,1376.81,Error,0.46,4,High,0.75,Physical,"Incomplete paperwork, requires manual review",0,0
SHP000593,UAE,Germany,2021-12-08,2022-01-04,2022-01-05,Air,Carrier_4,R510,Food,13676.87,2200.3,8027.86,Missing,0.83,1,Low,0.01,Document,High-risk commodity flagged for inspection,1,1
SHP000594,Australia,India,2019-02-27,2019-03-26,2019-03-30,Rail,Carrier_50,R564,Machinery,29883.25,3085.79,9096.25,Complete,0.78,5,Low,0.24,Physical,Routine customs clearance without issue,4,2
SHP000595,Brazil,Japan,2024-07-17,2024-08-03,2024-08-03,Air,Carrier_28,R976,Pharmaceuticals,10764.25,4393.48,4531.46,Error,0.84,5,Low,0.01,Document,High-risk commodity flagged for inspection,0,0
SHP000596,UK,USA,2019-04-28,2019-05-12,2019-05-14,Road,Carrier_16,R732,Textiles,13170.44,1111.31,5068.57,Error,0.56,5,High,0.25,Document,"Incomplete paperwork, requires manual review",2,1
SHP000597,China,South Africa,2020-06-29,2020-07-14,2020-07-15,Rail,Carrier_44,R317,Machinery,36903.94,3053.32,7283.64,Error,0.8,4,Medium,0.08,Physical,"Incomplete paperwork, requires manual review",1,1
SHP000598,South Africa,China,2019-08-02,2019-08-17,2019-08-17,Air,Carrier_31,R462,Food,47623.04,4200.53,1745.10,Missing,0.88,4,High,0.82,Document,Random inspection selected,0,0
SHP000599,UK,Japan,2020-06-25,2020-07-17,2020-07-19,Sea,Carrier_38,R283,Automotive,10813.82,3103.08,3783.74,Missing,0.85,2,Medium,0.74,Physical,"Incomplete paperwork, requires manual review",2,1
SHP000600,Japan,Australia,2023-11-09,2023-11-18,2023-11-22,Road,Carrier_8,R420,Electronics,26551.0,388.87,3095.73,Missing,0.62,5,Medium,0.92,Document,Random inspection selected,4,2
SHP000601,Brazil,Japan,2024-10-18,2024-11-02,2024-11-07,Rail,Carrier_11,R423,Machinery,14173.82,1873.82,9049.29,Error,0.94,5,High,0.67,Document,"Incomplete paperwork, requires manual review",5,2
SHP000602,Germany,USA,2019-08-12,2019-08-24,2019-09-02,Air,Carrier_3,R581,Automotive,39581.96,2299.01,3679.69,Missing,0.78,0,Medium,0.25,Physical,Tariff dispute pending resolution,9,2
SHP000603,Japan,Australia,2024-06-10,2024-06-29,2024-06-29,Rail,Carrier_8,R966,Machinery,22684.73,3264.15,3425.25,Missing,0.96,0,Low,0.06,Document,High-risk commodity flagged for inspection,0,0
SHP000604,USA,Australia,2022-01-22,2022-02-14,2022-02-21,Air,Carrier_38,R104,Food,41412.42,1497.3,3958.63,Complete,0.67,1,Medium,0.02,Both,"Incomplete paperwork, requires manual review",7,2
SHP000605,Japan,China,2022-03-10,2022-04-05,2022-04-07,Sea,Carrier_26,R482,Food,3752.63,2480.92,2737.51,Complete,0.96,0,Low,0.11,Document,Routine customs clearance without issue,2,1
SHP000606,UAE,South Africa,2022-01-08,2022-02-01,2022-02-01,Sea,Carrier_22,R144,Machinery,38457.6,2077.87,8423.51,Error,0.79,5,High,0.26,Physical,High-risk commodity flagged for inspection,0,0
SHP000607,China,Japan,2022-08-16,2022-09-15,2022-09-16,Sea,Carrier_48,R172,Food,4454.11,968.95,7248.21,Missing,0.8,2,Low,0.88,Physical,Routine customs clearance without issue,1,1
SHP000608,UK,India,2019-03-26,2019-04-06,2019-04-07,Air,Carrier_25,R898,Textiles,40892.16,3441.41,5668.92,Error,0.47,1,Low,0.29,Document,Tariff dispute pending resolution,1,1
SHP000609,UK,Brazil,2020-06-21,2020-07-07,2020-07-07,Sea,Carrier_24,R624,Pharmaceuticals,26235.28,2700.99,9021.67,Missing,0.61,3,Medium,0.35,Both,Incorrect HS code classification,0,0
SHP000610,UK,India,2023-09-27,2023-10-27,2023-10-27,Road,Carrier_40,R290,Textiles,41599.22,3957.0,7979.21,Complete,0.58,4,Medium,0.91,Document,"Suspected undervaluation, needs reassessment",0,0
SHP000611,Germany,USA,2024-07-21,2024-08-11,2024-08-12,Sea,Carrier_19,R579,Textiles,18366.82,2552.89,2297.71,Missing,0.96,1,Low,0.88,Both,Random inspection selected,1,1
SHP000612,Germany,Australia,2023-10-18,2023-11-01,2023-11-03,Sea,Carrier_36,R178,Electronics,6025.83,1994.02,9411.23,Error,0.73,3,Medium,0.5,Physical,Tariff dispute pending resolution,2,1
SHP000613,Australia,Brazil,2022-12-26,2023-01-08,2023-01-11,Sea,Carrier_50,R615,Electronics,34170.1,4197.65,2866.94,Missing,0.92,1,Low,0.75,Document,"Incomplete paperwork, requires manual review",3,1
SHP000614,India,UAE,2022-05-04,2022-05-19,2022-05-20,Rail,Carrier_49,R786,Textiles,22521.32,3072.21,5342.53,Complete,0.5,1,Low,0.67,Physical,"Suspected undervaluation, needs reassessment",1,1
SHP000615,Australia,Brazil,2020-03-11,2020-03-29,2020-04-01,Sea,Carrier_1,R504,Electronics,12250.31,631.88,1217.31,Error,0.5,3,Medium,0.0,Both,Tariff dispute pending resolution,3,1
SHP000616,Australia,UAE,2022-05-25,2022-06-18,2022-06-18,Road,Carrier_45,R789,Machinery,36218.24,3675.39,7471.48,Complete,0.71,1,Low,0.16,Physical,High-risk commodity flagged for inspection,0,0
SHP000617,India,China,2021-02-09,2021-02-14,2021-02-14,Air,Carrier_31,R764,Pharmaceuticals,6161.93,1150.69,4961.65,Error,0.71,4,Low,0.61,Physical,Random inspection selected,0,0
SHP000618,UAE,USA,2024-04-25,2024-05-13,2024-05-13,Sea,Carrier_8,R270,Pharmaceuticals,13022.26,335.77,8295.72,Missing,0.63,0,Medium,0.23,Both,High-risk commodity flagged for inspection,0,0
SHP000619,Germany,Japan,2023-05-24,2023-05-30,2023-06-04,Road,Carrier_1,R205,Machinery,21372.98,2173.27,8074.63,Missing,0.72,5,High,0.7,Both,"Suspected undervaluation, needs reassessment",5,2
SHP000620,South Africa,Brazil,2019-06-01,2019-06-21,2019-06-29,Rail,Carrier_32,R625,Food,35405.16,899.88,8993.39,Error,0.7,0,High,0.41,Physical,Tariff dispute pending resolution,8,2
SHP000621,Australia,Japan,2019-09-18,2019-10-01,2019-10-03,Rail,Carrier_31,R219,Textiles,27092.7,621.2,6681.67,Error,0.76,3,Low,0.12,Physical,Random inspection selected,2,1
SHP000622,Germany,South Africa,2022-11-09,2022-11-28,2022-12-02,Air,Carrier_33,R324,Food,17523.12,757.07,6556.87,Error,0.82,5,Medium,0.21,Physical,Random inspection selected,4,2
SHP000623,UK,UAE,2023-01-15,2023-02-14,2023-02-18,Rail,Carrier_11,R736,Pharmaceuticals,11011.5,2563.64,5627.98,Error,0.65,0,High,0.02,Document,High-risk commodity flagged for inspection,4,2
SHP000624,USA,Brazil,2020-10-02,2020-10-26,2020-10-27,Rail,Carrier_7,R912,Textiles,39845.15,391.78,9089.48,Complete,0.68,1,High,0.56,Physical,"Incomplete paperwork, requires manual review",1,1
SHP000625,Japan,Brazil,2023-01-02,2023-01-28,2023-02-03,Air,Carrier_12,R947,Food,13410.35,99.39,1523.18,Missing,0.83,3,Low,0.54,Both,High-risk commodity flagged for inspection,6,2
